No.,Species,sp,accepted.family,hemisphere,latitude,longitude,StudyLocation.filter,Country,SeedMass,SeedMass.Source,SeedReleaseHeight,SeedReleaseHeight.Source,MaximumSDD,MeanSDD,mode,E or M,GF.binary,Reference.EL
1141,Inga edulis,Inga edulis,Fabaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,539,Kew,25,Moles,NA,519,vertebrate,experiment,woody,Stevenson 2000
1142,Inga marginata,Inga marginata,Fabaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,200,Kew,20,Moles,NA,529,vertebrate,experiment,woody,Stevenson 2000
1143,Inga thibaudiana,Inga thibaudiana,Fabaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,1120.008021,Chen,8,Moles,NA,428,vertebrate,experiment,woody,Stevenson 2000
1144,Jacaratia digitata,Jacaratia digitata,Caricaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,40,Kew,24.4,Moles,NA,352,vertebrate,experiment,woody,Stevenson 2000
1145,Mendoncia odorata,Mendoncia odorata,Acanthaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,243.1023034,Chen,NA,NA,NA,97,vertebrate,experiment,woody,Stevenson 2000
1146,Ocotea tomentosa,Ocotea tomentosa,Lauraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,NA,NA,NA,NA,NA,147,vertebrate,experiment,woody,Stevenson 2000
1147,Oxandra mediocris,Oxandra mediocris,Annonaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,165.2517067,Chen,30,internet (http://www.repository.naturalis.nl/document/643729),NA,174,vertebrate,experiment,woody,Stevenson 2000
1151,Protium sagotianum,Protium sagotianum,Burseraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,610,Chen,30,internet (Useful Tropical Plants),NA,387,vertebrate,experiment,woody,Stevenson 2000
1152,Pseudolmedia laevigata,Pseudolmedia laevigata,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,400,Chen,18,Moles,NA,190,vertebrate,experiment,woody,Stevenson 2000
1153,Randia hondensis,Randia hondensis,Rubiaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,NA,NA,NA,NA,NA,433,vertebrate,experiment,woody,Stevenson 2000
1154,Ruizodendron ovale,Ruizodendron ovale,Annonaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,1140.398133,other paper,45,other paper (Erkens et al. 2017),NA,408,vertebrate,experiment,woody,Stevenson 2000
1155,Sarcaulus brasiliensis,Sarcaulus brasiliensis,Sapotaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,794.5623882,Chen,30,Moles,NA,219,vertebrate,experiment,woody,Stevenson 2000
1156,Simarouba amara,Simarouba amara,Simaroubaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,240.8793725,Moles,35,Moles,NA,142,vertebrate,experiment,woody,Stevenson 2000
1157,Talisia intermedia,Melicoccus oliviformis,Sapindaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,1496.170719,Chen,35,internet (Flora of the Guianas),NA,338,vertebrate,experiment,woody,Stevenson 2000
1158,Tapirira guianensis,Tapirira guianensis,Anacardiaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,26,Kew,40,Moles,NA,616,vertebrate,experiment,woody,Stevenson 2000
1159,Trichilia micrantha,Trichilia micrantha,Meliaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,87.24795973,Chen,20,Moles,NA,374,vertebrate,experiment,woody,Stevenson 2000
1160,Virola elongata,Virola elongata,Myristicaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Colombia,NA,NA,40,internet (Useful Tropical Plants),NA,359,vertebrate,experiment,woody,Stevenson 2000
1203,Litsea acuminata,Litsea acuminata,Lauraceae,N,30.34459444,130.5127139,Yakushima Island,Japan,1760,paper,12.5,Moles,245.2,32,vertebrate,experiment,woody,Tsujino & Yumoto 2009
1204,Myrica rubra,Myrica rubra,Myricaceae,N,30.34459444,130.5127139,Yakushima Island,Japan,220,paper,18,Moles,83.3,16.7,vertebrate,experiment,woody,Tsujino & Yumoto 2009
1205,Neolitsea sericea,Neolitsea sericea,Lauraceae,N,30.34459444,130.5127139,Yakushima Island,Japan,200,paper,10,eFloras,189.8,27.9,vertebrate,experiment,woody,Yumoto et al. 1998; Tsujino & Yumoto 2009
1206,Persea thunbergii,Machilus thunbergii,Lauraceae,N,30.34459444,130.5127139,Yakushima Island,Japan,660,paper,20,Moles,154.6,22.9,vertebrate,experiment,woody,Yumoto et al. 1998; Tsujino & Yumoto 2009
1209,Purshia tridentata,Purshia tridentata,Rosaceae,N,39.25277778,-119.8763889,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,30,paper,1.8,USDA,25.7,7.89,vertebrate,experiment,woody,Vander Wall 1994
1210,Pinus edulis,Pinus edulis,Pinaceae,N,35.34666667,-111.6780556,"San Francisco Mountains, Arizona",USA,200.9,paper,21.0312,Moles,22000,14300,vertebrate,experiment,woody,Vander Wall & Balda 1977
1212,Pinus contorta,Pinus contorta,Pinaceae,N,39.25277778,-119.8763889,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,8.7,paper,30.1752,USDA,NA,18.63333333,vertebrate,experiment,woody,Vander Wall 2003
1213,Pinus jeffreyi,Pinus jeffreyi,Pinaceae,N,39.2712963,-119.8763889,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,157,paper,18,paper,81.9,22.07173333,vertebrate,experiment,woody,Vander Wall 1992; Vander Wall 1993; Vander Wall 2003
1214,Pinus lambertiana,Pinus lambertiana,Pinaceae,N,39.25277778,-119.8763889,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,213,paper,73,Moles,59.6,24.09,vertebrate,experiment,woody,Vander Wall 2003
1215,Pinus ponderosa,Pinus ponderosa,Pinaceae,N,39.25277778,-119.8763889,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,55,paper,72,Moles,67.3,25.7,vertebrate,experiment,woody,Vander Wall 2003
1218,Symplocarpus renifolius,Symplocarpus renifolius,Araceae,N,43.05,141.5,Nopporo Forest Park,Japan,NA,NA,0.5,internet (PFAF),16,9.6,vertebrate,experiment,herbaceous,Wada & Uemura 1994
1219,Amyema miquelii,Amyema miquelii,Loranthaceae,S,-35.3,138.45,Aldinga Scrub Conservation Park,Australia,31.41793457,Moles,NA,NA,500,101.7314467,vertebrate,model,woody,Ward & Paton 2007
1225,Guarea glabra,Guarea glabra,Meliaceae,N,10.2,-84.7,Monteverde Cloud Forest Reserve,Costa Rica,800,paper,30,Moles,65,20.9,vertebrate,experiment,woody,Wenny 1999
1226,Guarea glabra,Guarea glabra,Meliaceae,N,10.2,-84.7,Monteverde Cloud Forest Reserve,Costa Rica,800,paper,30,Moles,55,22.6,vertebrate,experiment,woody,Wenny 1999
1228,Guarea kunthiana,Guarea kunthiana,Meliaceae,N,10.2,-84.7,Monteverde Cloud Forest Reserve,Costa Rica,70.09057619,Moles,50,Moles,58,23.71287129,vertebrate,experiment,woody,Wenny 1999
1229,Guarea kunthiana,Guarea kunthiana,Meliaceae,N,10.2,-84.7,Monteverde Cloud Forest Reserve,Costa Rica,70.09057619,Moles,50,Moles,50,24.20792079,vertebrate,experiment,woody,Wenny 1999
1232,Miconia affinis,Miconia affinis,Melastomataceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,0.242603303,Moles,7,Moles,93,21,vertebrate,experiment,woody,Westcott & Graham 2000
1233,Miconia centrodesma,Miconia centrodesma,Melastomataceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,0.321555098,internet (Flora de Nicaragua),4,internet (Flora de Nicaragua),75,27,vertebrate,experiment,woody,Westcott & Graham 2000
1234,Miconia gracilis,Miconia gracilis,Melastomataceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,0.220893233,internet (Flora de Nicaragua),5,internet (Flora de Nicaragua),93,21,vertebrate,experiment,woody,Westcott & Graham 2000
1235,Miconia simplex,Miconia simplex,Melastomataceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,1.767145868,internet (Flora de Nicaragua),6,internet (Flora de Nicaragua),100,21,vertebrate,experiment,woody,Westcott & Graham 2000
1236,Psychotria officinalis,Psychotria officinalis,Rubiaceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,NA,NA,6,other paper (Loiselle et al. 1995),100,21,vertebrate,experiment,woody,Westcott & Graham 2000
1237,Psychotria suerrensis,Psychotria suerrensis,Rubiaceae,N,8.483333333,-83.6,Estacion Sirena in Corcovado National Park,Costa Rica,15.11333333,Moles,3,internet (Flora de Nicaragua),55,46,vertebrate,experiment,woody,Westcott & Graham 2000
1238,Aceratium doggrellii,Aceratium doggrellii,Elaeocarpaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,209.6005761,Chen,35,Australian Rainforest Fruits: A Field Guide,1442,378.1272896,vertebrate,experiment,woody,Westcott et al. 2005
1239,Acmena divaricata,Syzygium divaricatum,Myrtaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,15590.628,Kew,30,Australian Rainforest Fruits: A Field Guide,863,638,vertebrate,experiment,woody,Westcott et al. 2005
1240,Cryptocarya pleurosperma,Cryptocarya pleurosperma,Lauraceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,11000,Moles,30,internet (Useful Tropical Plants),1255,349.8016254,vertebrate,experiment,woody,Westcott et al. 2005
1241,Davidsonia pruriens,Davidsonia pruriens,Cunoniaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,440,Moles,12,Moles,1118,375.7613907,vertebrate,experiment,woody,Westcott et al. 2005
1242,Elaeocarpus grandis,Elaeocarpus angustifolius,Elaeocarpaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,4510,Kew,40,Moles,1067,373.320633,vertebrate,experiment,woody,Westcott et al. 2005
1243,Elaeocarpus largiflorens,Elaeocarpus largiflorens,Elaeocarpaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,310,Kew,30,other paper (Rossetto et al. 2007 Australian Journal of Botany 55:416-424),324,264,vertebrate,experiment,woody,Westcott et al. 2005
1244,Endiandra impressicosta,Endiandra impressicosta,Lauraceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,2515.573204,paper,25,internet (Useful Tropical Plants),329,269.1893611,vertebrate,experiment,woody,Westcott et al. 2005
1245,Endiandra longipedicellata,Endiandra longipedicellata,Lauraceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,1941.004894,Moles,30,internet (Useful Tropical Plants),325,261.5720877,vertebrate,experiment,woody,Westcott et al. 2005
1246,Ficus crassipes,Ficus crassipes,Moraceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,0.45,Moles,30,Flora of Australia,1473,332.8105532,vertebrate,experiment,woody,Westcott et al. 2005
1247,Normanbya normanbyi,Normanbya normanbyi,Arecaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,8878.68799,paper,20,Flora of Australia,360,276.1065895,vertebrate,experiment,woody,Westcott et al. 2005
1248,Peripentadenia mearsii,Actephila mearsii,Phyllanthaceae,S,-17.28333333,145.6333333,Wooroonooran and Crater Lakes National Parks,Australia,780,Moles,NA,NA,326,283.0783757,vertebrate,experiment,woody,Westcott et al. 2005
1249,Annona glabra,Annona glabra,Annonaceae,S,-17.53333333,146.0333333,North Queensland,Australia,124.7881579,Moles,13.4112,Moles,5212,605,vertebrate,experiment,woody,Westcott et al. 2008
1252,Quercus serrata,Quercus serrata,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,1460,paper,25,eFloras,10.8,4.62,vertebrate,experiment,woody,Xiao et al. 2004
1253,Quercus serrata,Quercus serrata,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,780,paper,25,eFloras,8,2.33,vertebrate,experiment,woody,Xiao et al. 2004
1259,Quercus variabilis,Quercus variabilis,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,2420,paper,25,Moles,42.5,5.134134587,vertebrate,experiment,woody,Xiao et al. 2005; Xiao et al. 2006
1260,Castanopsis fargesii,Castanopsis fargesii,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,460,paper,30,eFloras,29,4.983886189,vertebrate,experiment,woody,Xiao et al. 2005
1262,Cyclobalanopsis glauca,Quercus glauca,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,950,paper,14.6304,Moles,12,4.41336206,vertebrate,experiment,woody,Xiao et al. 2005
1264,Lithocarpus harlandii,Lithocarpus harlandii,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,4560,paper,18,eFloras,92,11.69391032,vertebrate,experiment,woody,Xiao et al. 2005
1266,Quercus serrata,Quercus serrata,Fagaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,970,paper,25,eFloras,13,4.416870833,vertebrate,experiment,woody,Xiao et al. 2005
1271,Ficus sphenophylla,Ficus sphenophylla,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,1,paper,NA,NA,451,436.5,vertebrate,experiment,woody,Yumoto 1999; Stevenson 2000
1272,Geophila repens,Geophila repens,Rubiaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,10,paper,0.1,internet (Useful Tropical Plants),633,245,vertebrate,experiment,herbaceous,Yumoto 1999
1273,Streptogyna americana,Streptogyna americana,Poaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,1,paper,1.5,Kew grass database,280,128,vertebrate,experiment,herbaceous,Yumoto 1999
1275,Castilla ulei,Castilla ulei,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,710,paper,40,internet (Useful Tropical Plants),644,285.5,vertebrate,experiment,woody,Yumoto et al. 1999; Stevenson 2000
1276,Clarisia racemosa,Clarisia racemosa,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,4320,paper,39.8,Moles,126,126,vertebrate,experiment,woody,Yumoto et al. 1999
1277,Coccoloba densifrons,Coccoloba densifrons,Polygonaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,260,paper,NA,NA,365,231,vertebrate,experiment,woody,Yumoto et al. 1999
1278,Perebea mollis,Perebea mollis,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,570,paper,30,internet (Flora of the Guianas),288,194.5,vertebrate,experiment,woody,Yumoto et al. 1999; Stevenson 2000
1279,Perebea xanthochyma,Perebea xanthochyma,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,250,paper,17,Moles,375,310,vertebrate,experiment,woody,Yumoto et al. 1999
1280,Pourouma bicolor,Pourouma bicolor,Urticaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,550,paper,30,Moles,637,461,vertebrate,experiment,woody,Yumoto et al. 1999; Stevenson 2000
1281,Pourouma petiolulata,Pourouma petiolulata,Urticaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,560,paper,NA,NA,731,436.5,vertebrate,experiment,woody,Yumoto et al. 1999; Stevenson 2000
1282,Pseudolmedia laevis,Pseudolmedia laevis,Moraceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,220,paper,40,Moles,469,354,vertebrate,experiment,woody,Yumoto et al. 1999
1283,Strychnos schultesiana,Strychnos schultesiana,Loganiaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,600,paper,9.144,internet (http://sweetgum.nybg.org/science/world-flora/details.php?irn=35177),362,349,vertebrate,experiment,woody,Yumoto et al. 1999
1284,Virola flexuosa,Virola flexuosa,Myristicaceae,N,2.666666667,-74.16666667,"Tinigua National Park, west of La Macarena Mountains",Columbia,1560,paper,NA,NA,1106,435,vertebrate,experiment,woody,Yumoto et al. 1999
1287,Syzygium buxifolium,Syzygium buxifolium,Myrtaceae,N,30.33333333,130.5,Yakushima Island,Japan,110,paper,4.5,internet (https://florafaunaweb.nparks.gov.sg/special-pages/plant-detail.aspx?id=2256),70,27.1,vertebrate,experiment,woody,Yumoto et al. 1998
1294,Pinus armandii,Pinus armandii,Pinaceae,N,27.9,99.63333333,"Shangri-la Alpine Botanical Garden, Yunnan Province",China,335.2,paper,35,eFloras,74.5,11.05,vertebrate,experiment,woody,Wang et al. 2012
1299,Xanthium strumarium,Xanthium strumarium,Asteraceae,N,37.04277778,-6.434444444,Do?ana National Park,Spain,249.2620618,Kew,1.3,LEDA,752,572,vertebrate,model,herbaceous,Higgins et al. 2003a
1300,Ilex aquifolium,Ilex aquifolium,Aquifoliaceae,N,43.36138889,-5.859166667,Asturias,Spain,65.46533434,Kew,6,LEDA,690,NA,vertebrate,experiment,woody,Carlo et al. 2013
1301,Crataegus monogyna,Crataegus monogyna,Rosaceae,N,43.36138889,-5.859166667,Asturias,Spain,140,Kew,10,LEDA,620,NA,vertebrate,experiment,woody,Carlo et al. 2013
1346,Panax quinquefolius,Panax quinquefolius,Araliaceae,N,39.70416667,-79.88166667,"Forks of Cheat Forest Nature Preserve, 10 km northeast of Morgantown, West Virginia",USA,27.754,Kew,0.4572,internet (wikipedia),96.6,18.7,vertebrate,experiment,herbaceous,Elza et al. 2016
1347,Erodiophyllum elderi,Erodiophyllum elderi,Asteraceae,S,-32.11666667,139.3666667,"Koonamore Station, South Australia",Australia,2500,paper,0.5,PlantNET,38,1.82675,vertebrate,experiment,woody,Emmerson et al. 2010
1352,Lonicera maackii,Lonicera maackii,Caprifoliaceae,N,40.09333333,-84.77972222,"Darke County, Ohio",USA,NA,NA,2,paper,7900,552.55935,vertebrate,model,woody,Guiden et al. 2015
1354,Quercus wutaishanica,Quercus wutaishanica,Fagaceae,N,35.7261,108.513,"Ziwuling Mountain, Loess Plateau (elevation 1450m)",China,2000,other paper,12,paper,12.4,2.535,vertebrate,experiment,woody,Guo et al. 2015
1357,Ardisia elliptica,Ardisia elliptica,Primulaceae,N,25.286616,-80.898651,"Everglades National Park, Florida",USA,74,Chen,2,paper,120,13.5,vertebrate,model,woody,Horvitz et al. 2015
1359,Aesculus turbinata,Aesculus turbinata,Sapindaceae,N,39.1,140.8666667,Kanumazawa Riparian Research Forest (elevation 430m),Japan,6210,paper,30,eFloras,114.5,28.45,vertebrate,experiment,woody,Hoshizaki et al. 1999
1360,Taxus chinensis,Taxus wallichiana,Taxaceae,N,25.41666667,116.85,"Guihe village, Meihua Mountain National Nature Reserve, Fujian",China,89.89024906,paper calculation,3,paper,22.5,7.7,vertebrate,experiment,woody,Li et al. 2015
1366,Pouteria altissima,Pouteria altissima,Sapotaceae,N,7.083333333,11.05,Ngel Nyaki Forest Reserve (elevation 1500m) - continuous forest core (COR),Nigeria,2912.562907,paper calculation,40,paper,NA,5.837,vertebrate,experiment,woody,Aliyu et al. 2014
1369,Garcinia smeathmanii,Garcinia smeathmanii,Clusiaceae,N,7.083333333,11.05,Ngel Nyaki Forest Reserve (elevation 1500m) - continuous forest core (COR),Nigeria,7933.21176,paper calculation,9,paper,NA,6.13,vertebrate,experiment,woody,Aliyu et al. 2014
1370,Cissus dinklagei,Cissus dinklagei,Vitaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,600,Chen,40,internet (Useful Tropical Plants),3741.935,1090.909,vertebrate,model,woody,Beaune et al. 2015
1371,Dialium sp.,Dialium sp.,Fabaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,NA,NA,NA,NA,4129.032,1114.37,vertebrate,model,woody,Beaune et al. 2015
1372,Gambeya lacourtiana,Gambeya lacourtiana,Sapotaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,3000,Chen,50,other paper,3425.22,1020.528,vertebrate,model,woody,Beaune et al. 2015
1373,Grewia sp.,Grewia sp.,Malvaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,NA,NA,NA,NA,4469.208,1149.56,vertebrate,model,woody,Beaune et al. 2015
1374,Pancovia laurentii,Pancovia laurentii,Sapindaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,NA,NA,NA,NA,3964.809,1219.941,vertebrate,model,woody,Beaune et al. 2015
1375,Placodiscus paniculatus,Placodiscus paniculatus,Sapindaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,NA,NA,25,internet,2686.217,1478.006,vertebrate,model,woody,Beaune et al. 2015
1376,Polyalthia suaveolens,Polyalthia suaveolens,Annonaceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,NA,NA,43,internet (tropicaltimber.info),3272.727,1196.481,vertebrate,model,woody,Beaune et al. 2015
1377,Treculia africana,Treculia africana,Moraceae,S,-1.942646,18.78157,"Congo Basin, Salonga National Park",Congo,188,Kew,50,internet (Useful Tropical Plants),3401.76,739.003,vertebrate,model,woody,Beaune et al. 2015
1378,Prunus africana,Prunus africana,Rosaceae,N,0.359472222,34.85861111,Kakamega Forest,Kenya,150,paper,32.5,paper,698,5,vertebrate,experiment,woody,Berens et al. 2013
1379,Parkia panurensis,Parkia panurensis,Fabaceae,S,-4.35,-73.15,Estacion Biologica QuebradaBlanco (EBQB) research station,Peru,NA,NA,NA,NA,656,173.5,vertebrate,experiment,woody,Bialozyt et al. 2014
1390,Paeonia brownii,Paeonia brownii,Paeoniaceae,N,39.24694444,-119.8772222,"Whittell Forest and Wildlife Area, Little Valley, Washoe County, Nevada",USA,384,paper,0.5,paper,11.8,4.4,vertebrate,experiment,herbaceous,Barga & Vander Wall 2013
1391,Bridelia insulana,Bridelia insulana,Phyllanthaceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,260,paper,25,internet (Useful Tropical Plants),141,NA,vertebrate,experiment,woody,Albert  et al. 2013
1392,Cinnamomum iners,Cinnamomum iners,Lauraceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,200,paper,20,eFloras,262,NA,vertebrate,experiment,woody,Albert  et al. 2013
1393,Machilus odoratissimus,Persea odoratissima,Lauraceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,315.6,Kew,16,eFloras,240,NA,vertebrate,experiment,woody,Albert  et al. 2013
1394,Mangifera indica,Mangifera indica,Anacardiaceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,13160,paper,19.812,USDA,130,NA,vertebrate,experiment,woody,Albert  et al. 2013
1395,Syzygium cinereum,Syzygium cinereum,Myrtaceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,28.2476365,paper calculation,8,eFloras,265,NA,vertebrate,experiment,woody,Albert  et al. 2013
1396,Syzygium cumini,Syzygium cumini,Myrtaceae,N,14.16666667,101.4583333,Khao Yai National Park,Thailand,130,paper,18.288,USDA,147,NA,vertebrate,experiment,woody,Albert  et al. 2013
1397,Chrysophyllum perrieri,Chrysophyllum perrieri,Sapotaceae,S,-24,46.75,"Manombo, Fianarantsoa",Madagascar,NA,NA,NA,NA,506,180,vertebrate,experiment,woody,Moses & Semple 2011
1398,Juglans mandshurica,Juglans mandshurica,Juglandaceae,N,45.96666667,129.1333333,"Dongfanghong Forestry Center, Dailing District, Yichun City, Heilongjiang (elevation 750m)",China,8200,paper,25,eFloras,NA,6.1,vertebrate,experiment,woody,Yi & Wang 2015a
1404,Corylus heterophylla,Corylus heterophylla,Betulaceae,N,45.96666667,129.1333333,"Dongfanghong Forestry Center, Dailing District, Yichun City, Heilongjiang (elevation 750m)",China,1180,paper,7,eFloras,8,2.665,vertebrate,experiment,woody,Yi & Zhang 2008; Yang et al. 2012; Liu et al. 2013
1405,Corylus mandshurica,Corylus mandshurica,Betulaceae,N,45.96666667,129.1333333,"Dongfanghong Forestry Center, Dailing District, Yichun City, Heilongjiang (elevation 750m)",China,730,paper,6,eFloras,8.7,2.944166667,vertebrate,experiment,woody,Yi & Zhang 2008; Yang et al. 2012; Liu et al. 2013
1406,Pinus koraiensis,Pinus koraiensis,Pinaceae,N,45.96666667,129.1333333,"Dongfanghong Forestry Center, Dailing District, Yichun City, Heilongjiang (elevation 750m)",China,730,paper,50,paper,17.8,4.0255,vertebrate,experiment,woody,Yi et al. 2008; Yang & Yi 2011; Yi et al. 2011; Yang et al. 2012; Liu et al. 2013
1413,Quercus variabilis,Quercus variabilis,Fagaceae,N,34.08333333,112.5,"Tianchi Mountain Natural Reserve, Luoyang (elevation 1400m)",China,2765,paper mean,25,Moles,NA,11.9,vertebrate,experiment,woody,Yi et al. 2014
1415,Scleropyrum wallichianum,Scleropyrum pentandrum,Santalaceae,N,21.83333333,101.2,Xishuangbanna National Nature Reserve,China,4700,paper,10,paper,284,33.11666667,vertebrate,experiment,woody,Cao et al. 2011
1426,Quercus glandulifera,Quercus serrata,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1090,paper,25,eFloras,NA,4.885,vertebrate,experiment,woody,Chang et al. 2012
1427,Quercus aliena,Quercus aliena,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1710,paper mean,30,eFloras,NA,6.7225,vertebrate,experiment,woody,Chang et al. 2012; Xiao et al. 2013a
1428,Cyclobalanopsis engleriana,Quercus engleriana,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,910,paper,25,eFloras,NA,8.075,vertebrate,experiment,woody,Chang et al. 2012
1447,Quercus mongolica,Quercus mongolica,Fagaceae,N,45.96666667,129.1333333,"Dongfanghong Forestry Center, Dailing District, Yichun City, Heilongjiang (elevation 750m)",China,2835,paper,30,eFloras,NA,4.835625,vertebrate,experiment,woody,Liu et al. 2013; Yi & Wang 2015b
1448,Camellia oleifera,Camellia oleifera,Theaceae,N,31.06666667,103.7166667,"Banruosi Experimental Forest, Dujiangyan City",China,900,paper,8,eFloras,45.2,5.2973125,vertebrate,experiment,woody,Xiao et al. 2013b; Xiao et al. 2006
1456,Cyclobalanopsis breviradiata,Quercus breviradiata,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1780,paper,20,internet (Oaks of the World),NA,2.65,vertebrate,experiment,woody,Xiao et al. 2013a
1458,Cyclobalanopsis multinervis,Quercus multinervis,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1060,paper,12,eFloras,NA,3.35,vertebrate,experiment,woody,Xiao et al. 2013a
