source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Cyphostemma,lanigerum,Cyphostemma lanigerum,endo,unknown,climber,NA
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Cyphostemma,buchananii,Cyphostemma buchananii,endo,red,climber,NA
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Cyphostemma,graniticum,Cyphostemma graniticum,endo,red,herb,12
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Rhoicissus,tomentosa,Rhoicissus tomentosa,endo,red,climber,20
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Rhoicissus,revoilii,Rhoicissus revoilii,endo,black,shrub,12.5
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Rhoicissus,tridentata,Rhoicissus tridentata,endo,black,shrub,10
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Ampelocissus,africana,Ampelocissus africana,endo,unknown,climber,10
Flora Zambesiaca,ZIM_C,-18.70233655,30.57949502,Vitaceae,Ampelocissus,obtusata,Ampelocissus obtusata,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Lannea,discolor,Lannea discolor,endo,red,tree,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Lannea,edulis,Lannea edulis,endo,red,herb,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Lannea,stuhlmannii,Lannea stuhlmannii,endo,brown,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,tomentosa,Rhus tomentosa,endo,,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,lucida,Rhus lucida,endo,red,shrub,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,dentata,Rhus dentata,endo,red,shrub,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,natalensis,Rhus natalensis,endo,,shrub,5.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,tenuinervis,Rhus tenuinervis,endo,brown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,tenuipes,Rhus tenuipes,endo,black,shrub,3
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,lancea,Rhus lancea,endo,brown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,leptodictya,Rhus leptodictya,endo,yellow,shrub,4.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,vulgaris,Rhus vulgaris,endo,red,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,chirindensis,Rhus chirindensis,endo,yellow,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,quartiniana,Rhus quartiniana,endo,red,shrub,3
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,culminum,Rhus culminum,endo,,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Rhus,longipes,Rhus longipes,endo,red,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Anacardiaceae,Trichoscypha,ulugurensis,Trichoscypha ulugurensis,endo,unknown,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Annonaceae,Monodora,junodii,Monodora junodii,endo,yellow,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Annonaceae,Xylopia,holtzii,Xylopia holtzii,endo,red,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Annonaceae,Popowia,obovata,Popowia obovata,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Annonaceae,Popowia,chasei,Popowia chasei,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Annonaceae,Artabotrys,brachypetalus,Artabotrys brachypetalus,endo,black,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Aquifoliaceae,Ilex,mitis,Ilex mitis,endo,red,tree,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Cordia,africana,Cordia africana,endo,black,tree,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Cordia,grandicalyx,Cordia grandicalyx,endo,unknown,shrub,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Cordia,monoica,Cordia monoica,endo,orange,shrub,18.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Cordia,myxa,Cordia myxa,endo,yellow,tree,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Cordia,sinensis,Cordia sinensis,endo,yellow,shrub,13.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Ehretia,amoena,Ehretia amoena,endo,unknown,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Ehretia,cymosa,Ehretia cymosa,endo,unknown,tree,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Ehretia,obtusifolia,Ehretia obtusifolia,endo,orange,shrub,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Boraginaceae ,Ehretia,rigida,Ehretia rigida,endo,red,tree,5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,africana,Commiphora  africana,endo,unknown,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,angolensis,Commiphora  angolensis,endo,unknown,shrub,10.75
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,edulis (Klotzsch),Commiphora  edulis (Klotzsch),endo,unknown,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,marlothii,Commiphora  marlothii,endo,unknown,tree,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,mollis,Commiphora  mollis,endo,unknown,tree,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,mossambicensis,Commiphora  mossambicensis,endo,unknown,tree,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,ugogensis,Commiphora  ugogensis,endo,unknown,tree,18
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Burseraceae,Commiphora ,zanzibarica,Commiphora  zanzibarica,endo,unknown,tree,16
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cactaceae,Rhipsalis,baccifera,Rhipsalis baccifera,endo,white,,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Canellaceae,Warburgia,salutaris,Warburgia salutaris,endo,red,tree,23
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Capparidaceae,Thylacium,africanum,Thylacium africanum,endo,unknown,shrub,55
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae,Allocassine,laurifolia,Allocassine laurifolia,endo,red,shrub,21.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae,Crocoxylon,transvaalense,Crocoxylon transvaalense,endo,yellow,shrub,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae,Elaeodendron,capense,Elaeodendron capense,endo,yellow,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae,Elaeodendron,matabelicum ,Elaeodendron matabelicum ,endo,yellow,tree,15.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae,Mystroxylon,aethiopicum,Mystroxylon aethiopicum,endo,red,shrub,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Celastraceae ,Pleurostylia,africana,Pleurostylia africana,endo,green,tree,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Chrysobalanaceae,Maranthes,goetzeniana,Maranthes goetzeniana,endo,unknown,tree,45
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Chrysobalanaceae,Parinari,capensis,Parinari capensis,endo,unknown,herb,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Chrysobalanaceae,Parinari,curatellifolia,Parinari curatellifolia,endo,unknown,tree,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cornacaeae,Afrocrania,volkensii,Afrocrania volkensii,endo,unknown,tree,10.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cornaceae,Curtisia,dentata,Curtisia dentata,endo,unknown,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Raphidiocystis,chrysocoma,Raphidiocystis chrysocoma,endo,red,herb,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Cucumis,metuliferus,Cucumis metuliferus,endo,black,herb,97.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Cucumis,anguria,Cucumis anguria,endo,yellow,herb,37.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Cucumis,zeyheri,Cucumis zeyheri,endo,green,herb,43
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Cucumis,hirsutus,Cucumis hirsutus,endo,orange,herb,47.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Oreosyce,africana,Oreosyce africana,endo,yellow,herb,21
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,cardiospermoides,Momordica cardiospermoides,endo,red,,90
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,foetida,Momordica foetida,endo,orange,,55
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,kirkii,Momordica kirkii,endo,unknown,,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,balsamina,Momordica balsamina,endo,red,,43.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,charantia,Momordica charantia,endo,red,,36.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Momordica,boivinii,Momordica boivinii,endo,green,,61.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Mukia,maderaspatana,Mukia maderaspatana,endo,red,,8.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Lagenaria,breviflora,Lagenaria breviflora,endo,black,herb,87.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Cucumella,bryoniifolia,Cucumella bryoniifolia,endo,black,herb,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Peponium,chirindensis,Peponium chirindensis,endo,unknown,climber,117.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Coccinia,grandiflora,Coccinia grandiflora,endo,red,,190
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Coccinia,barteri,Coccinia barteri,endo,red,climber,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Coccinia,adoensis,Coccinia adoensis,endo,red,herb,57.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Coccinia,rehmannii,Coccinia rehmannii,endo,red,herb,45
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Zehneria,minutiflora,Zehneria minutiflora,endo,red,,13
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Zehneria,thwaitesii,Zehneria thwaitesii,endo,red,,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Corallocarpus,wildii,Corallocarpus wildii,endo,red,herb,21
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Corallocarpus,bainesii,Corallocarpus bainesii,endo,red,herb,8.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Kedrotis,hirtella,Kedrotis hirtella,endo,red,herb,6.15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Kedrotis,foetidissima,Kedrotis foetidissima,endo,red,herb,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cucurbitaceae,Eureiandra,fasciculata,Eureiandra fasciculata,endo,red,herb,65
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Cycadaceae,Encephalartos,manikensis,Encephalartos manikensis,endo,red,,35
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,natalensis,Diospyros natalensis,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,ferrea,Diospyros ferrea,endo,unknown,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,whyteana,Diospyros whyteana,endo,unknown,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,lycioides,Diospyros lycioides,endo,black,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,quiloensis,Diospyros quiloensis,endo,unknown,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Diospyros,squarrosa,Diospyros squarrosa,endo,unknown,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Euclea,natalensis,Euclea natalensis,endo,unknown,shrub,9
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Ebenaceae,Euclea,divinorum,Euclea divinorum,endo,unknown,shrub,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Erythroxylaceae,Erythroxylum,emarginatum,Erythroxylum emarginatum,endo,red,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Micrococca,mercurialis,Micrococca mercurialis,endo,black,herb,2.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Erythrococca,polyandra,Erythrococca polyandra,endo,orange,shrub,4.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Croton,megalobotrys,Croton megalobotrys,endo,orange,shrub,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Croton,sylvaticus,Croton sylvaticus,endo,white,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Aleurites,moluccana,Aleurites moluccana,endo,green,tree,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Bridelia,mollis,Bridelia mollis,endo,black,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Bridelia,atroviridis,Bridelia atroviridis,endo,black,tree,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Bridelia,micrantha,Bridelia micrantha,endo,black,tree,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Sapium,ellipticum,Sapium ellipticum,endo,green,shrub,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Uapaca,lissopyrena,Uapaca lissopyrena,endo,yellow,tree,20.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Uapaca,sansibarica,Uapaca sansibarica,endo,yellow,tree,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Uapaca,kirkiana,Uapaca kirkiana,endo,brown,tree,50
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Antidesma,rufescens,Antidesma rufescens,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Antidesma,membranaceum,Antidesma membranaceum,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Antidesma,vogelianum,Antidesma vogelianum,endo,black,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Antidesma,venosum,Antidesma venosum,endo,black,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Drypetes,reticulata,Drypetes reticulata,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Drypetes,arguta,Drypetes arguta,endo,red,shrub,16
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Drypetes,mossambicensis,Drypetes mossambicensis,endo,yellow,shrub,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,maderaspatensis,Phyllanthus maderaspatensis,endo,unknown,,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,inflatus,Phyllanthus inflatus,endo,green,tree,22.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,ovalifolius,Phyllanthus ovalifolius,endo,black,shrub,3.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,pentandrus,Phyllanthus pentandrus,endo,unknown,herb,1.2
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,hutchinsonianus,Phyllanthus hutchinsonianus,endo,brown,shrub,2.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Euphorbiaceae,Phyllanthus,arvensis,Phyllanthus arvensis,endo,green,herb,2
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Flacourtia,indica,Flacourtia indica,endo,red,shrub,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Kiggelaria,africana,Kiggelaria africana,endo,green,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Scolopia,zeyheri,Scolopia zeyheri,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Gerrardina,eylesiana,Gerrardina eylesiana,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Casearia,battiscombii,Casearia battiscombii,endo,unknown,tree,1.3
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Aphloia,theiformis,Aphloia theiformis,endo,white,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Dovyalis,caffra,Dovyalis caffra,endo,orange,shrub,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Dovyalis,macrocalyx,Dovyalis macrocalyx,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Dovyalis,lucida,Dovyalis lucida,endo,red,shrub,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Flacourtiaceae,Dovyalis,zeyheri,Dovyalis zeyheri,endo,yellow,shrub,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Guttiferae,Harungana,madagascariensis,Harungana madagascariensis,endo,yellow,shrub,4
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Guttiferae,Psorospermum,febrifugum,Psorospermum febrifugum,endo,red,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Guttiferae,Garcinia,mlanjiensis,Garcinia mlanjiensis,endo,orange,shrub,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Guttiferae,Garcinia,livingstonei,Garcinia livingstonei,endo,orange,shrub,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Guttiferae,Garcinia,huillensis,Garcinia huillensis,endo,yellow,shrub,22.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Haloragaceae,Gunnera,perpensa,Gunnera perpensa,endo,unknown,herb,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Hemerocallidaceae,Dianella,ensifolia,Dianella ensifolia,endo,blue,herb,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Icacinaceae,Cassinopsis,ilicifolia,Cassinopsis ilicifolia,endo,orange,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Icacinaceae,Cassinopsis,tinifolia,Cassinopsis tinifolia,endo,black,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Icacinaceae,Rhaphiostylis,beninensis,Rhaphiostylis beninensis,endo,red,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Clerodendrum,ternatum,Clerodendrum ternatum,endo,black,herb,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Clerodendrum,incisum,Clerodendrum incisum,endo,unknown,herb,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Clerodendrum,eriophyllum,Clerodendrum eriophyllum,endo,white,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Clerodendrum,buchneri,Clerodendrum buchneri,endo,unknown,herb,13
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,verdcourtii,Rotheca verdcourtii,endo,,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,wildii,Rotheca wildii,endo,black,shrub,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,hirsuta,Rotheca hirsuta,endo,black,herb,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,amplifolia,Rotheca amplifolia,endo,unknown,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,teaguei,Rotheca teaguei,endo,black,herb,8.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Rotheca,cyanea,Rotheca cyanea,endo,black,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,buchananii,Vitex buchananii,endo,orange,shrub,7
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,petersiana,Vitex petersiana,endo,black,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,schliebenii,Vitex schliebenii,endo,black,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,payos,Vitex payos,endo,black,shrub,25
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,mombassae,Vitex mombassae,endo,black,shrub,40
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,doniana,Vitex doniana,endo,black,tree,23.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,ferruginea,Vitex ferruginea,endo,black,shrub,30
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,amaniensis,Vitex amaniensis,endo,unknown,tree,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lamiaceae,Vitex,patula,Vitex patula,endo,black,shrub,11
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lauraceae,Cassytha,pondoensis,Cassytha pondoensis,endo,unknown,parasite,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lauraceae,Cassytha,filiformis,Cassytha filiformis,endo,unknown,herb,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lauraceae,Cryptocarya,transvaalensis,Cryptocarya transvaalensis,endo,red,tree,14
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Lauraceae,Cryptocarya,liebertiana,Cryptocarya liebertiana,endo,black,tree,15.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Linaceae,Hugonia,orientalis,Hugonia orientalis,endo,yellow,shrub,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Anthocleista,grandiflora,Anthocleista grandiflora,endo,black,tree,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,spinosa,Strychnos spinosa,endo,yellow,shrub,NA
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,lucens,Strychnos lucens,endo,orange,shrub,42.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,madagascariensis,Strychnos madagascariensis,endo,orange,shrub,50
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,angolensis,Strychnos angolensis,endo,orange,shrub,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,mitis,Strychnos mitis,endo,yellow,tree,15
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,decussata,Strychnos decussata,endo,orange,shrub,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,usambarensis,Strychnos usambarensis,endo,orange,shrub,14.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,potatorum,Strychnos potatorum,endo,black,tree,20
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,mellodora,Strychnos mellodora,endo,unknown,tree,12
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loganiaceae,Strychnos,henningsii,Strychnos henningsii,endo,yellow,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Helixanthera,woodii,Helixanthera woodii,endo,red,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Helixanthera,garciniana,Helixanthera garciniana,endo,red,shrub,10
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Plicosepalus,kalachariensis,Plicosepalus kalachariensis,endo,red,,13.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Pedistylis,galpinii,Pedistylis galpinii,endo,red,,17.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Actinanthella,menyharthii,Actinanthella menyharthii,endo,red,,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Englerina,oedostemon,Englerina oedostemon,endo,unknown,shrub,8
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Englerina,swynnertonii,Englerina swynnertonii,endo,red,shrub,6
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,subulatus,Agelanthus subulatus,endo,red,shrub,7.5
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,lugardii,Agelanthus lugardii,endo,orange,shrub,9
Flora Zambesiaca,ZIM_E,-19.24466415,32.58524305,Loranthaceae,Agelanthus,fuellebornii,Agelanthus fuellebornii,endo,red,shrub,10
